"occ","y4_hhid","lvstckid","lf02_01","lf02_02","lf02_03","lf02_04_1","lf02_04_2","lf02_05","lf02_06","lf02_07","lf02_08","lf02_09","lf02_10","lf02_11","lf02_12","lf02_13","lf02_14","lf02_15","lf02_16","lf02_17","lf02_18","lf02_19","lf02_20","lf02_21","lf02_22","lf02_23","lf02_24","lf02_25","lf02_26","lf02_27_1","lf02_27_2","lf02_28_1","lf02_28_2","lf02_29","lf02_30","lf02_31","lf02_32","lf02_33","lf02_34_1","lf02_34_2","lf02_35_1","lf02_35_2"
4,"8376-001",4,1,19,20,18,0,,2,,,2,,,2,,,1,1,250000,2,,,2,,,1,1,180000,1,,"LF01",,2,,,,,,,,
5,"8376-001",5,1,0,6,3,0,3,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
6,"8376-001",6,1,0,8,8,0,8,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
7,"8376-001",7,1,12,14,12,0,4,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
8,"8376-001",8,1,0,4,3,0,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
9,"8376-001",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"8376-001",10,1,40,88,30,0,48,2,,,2,,,2,,,2,,,2,,,2,,,1,10,120000,4,6,"LF02",,2,,,,,,,,
11,"8376-001",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"8376-001",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"8376-001",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"8376-001",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"8376-001",15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"8376-001",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"8377-001",1,1,4,4,2,0,,2,,,2,,,2,,,2,,,2,,,2,,,1,2,700000,1,2,"LF01",,2,,,,,,,,
2,"8377-001",2,1,11,11,10,0,,2,,,2,,,2,,,2,,,2,,,2,,,1,1,360000,1,2,"LF01",,2,,,,,,,,
3,"8377-001",3,1,8,8,8,0,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
4,"8377-001",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"8377-001",5,1,0,2,1,0,1,2,,,2,,,2,,,1,1,90000,2,,,2,,,2,,,,,,,2,,,,,,,,
6,"8377-001",6,1,0,9,7,0,7,2,,,2,,,2,,,1,2,160000,2,,,2,,,2,,,,,,,2,,,,,,,,
7,"8377-001",7,1,10,13,10,0,4,2,,,2,,,2,,,2,,,2,,,1,1,60000,2,,,,,,,1,2,25,0,,,,,
8,"8377-001",8,1,6,11,8,0,3,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,1,3,20,0,,,,,
9,"8377-001",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"8377-001",10,1,90,86,25,0,48,2,,,2,,,1,5,1,1,21,100000,1,10,80000,1,8,30000,2,,,,,,,1,17,1.5,0,,,,,
11,"8377-001",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"8377-001",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"8377-001",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"8377-001",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"8377-001",15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"8377-001",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"8378-001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"8379-001",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"8379-001",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"8379-001",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"8379-001",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"8379-001",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"8379-001",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"8379-001",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"8379-001",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"8379-001",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"8379-001",10,1,25,33,10,0,16,2,,,2,,,1,3,1,1,5,18000,2,,,2,,,2,,,,,,,1,15,1.5,0,,,,,
11,"8379-001",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"8379-001",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"8379-001",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"8379-001",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"8379-001",15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"8379-001",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"8391-001",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"8391-001",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"8391-001",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"8391-001",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"8391-001",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"8391-001",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"8391-001",7,1,0,0,2,0,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
8,"8391-001",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"8391-001",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"8391-001",10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"8391-001",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"8391-001",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"8391-001",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"8391-001",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"8391-001",15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"8391-001",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"8392-001",1,1,5,5,7,0,,1,2,500000,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
2,"8392-001",2,1,0,0,1,0,,1,1,250000,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
3,"8392-001",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"8392-001",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"8392-001",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"8392-001",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"8392-001",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"8392-001",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"8392-001",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"8392-001",10,1,5,17,16,0,10,1,4,5000,2,,,2,,,2,,,2,,,1,20,20000,2,,,,,,,1,5,1.39999997615814,0,,,,,
11,"8392-001",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"8392-001",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"8392-001",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"8392-001",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"8392-001",15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"8392-001",16,1,2,2,3,,1,2,,,2,,,1,3,1,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
1,"8393-001",1,1,2,2,2,0,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
2,"8393-001",2,1,3,3,2,0,,2,,,2,,,2,,,1,1,250000,2,,,2,,,2,,,,,,,2,,,,,,,,
3,"8393-001",3,1,4,5,4,0,,2,,,2,,,2,,,2,,,2,,,2,,,1,1,450000,1,,"LF01",,2,,,,,,,,
4,"8393-001",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"8393-001",5,1,0,1,1,0,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
6,"8393-001",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"8393-001",7,1,0,7,5,0,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
8,"8393-001",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"8393-001",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"8393-001",10,1,0,11,6,0,4,2,,,2,,,2,,,1,1,13000,2,,,2,,,2,,,,,,,1,1,1.5,0,,,,,
11,"8393-001",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"8393-001",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"8393-001",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"8393-001",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"8393-001",15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"8393-001",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"8394-001",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"8394-001",2,1,2,2,2,0,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
3,"8394-001",3,1,6,6,6,0,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
4,"8394-001",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"8394-001",5,1,0,2,2,0,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
6,"8394-001",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"8394-001",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"8394-001",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"8394-001",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"8394-001",10,1,0,3,0,0,0,1,3,9000,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
11,"8394-001",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"8394-001",12,1,0,22,22,0,18,1,4,4000,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
13,"8394-001",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"8394-001",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"8394-001",15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"8394-001",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"8395-001",1,1,2,2,3,0,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
2,"8395-001",2,1,1,1,1,0,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
3,"8395-001",3,1,1,1,1,0,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
4,"8395-001",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"8395-001",5,1,1,1,1,0,2,2,,,2,,,2,,,2,,,2,,,1,1,50000,2,,,,,,,2,,,,,,,,
6,"8395-001",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"8395-001",7,1,0,1,1,0,0,1,1,35000,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
8,"8395-001",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"8395-001",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"8395-001",10,1,9,9,4,0,0,2,,,2,,,2,,,2,,,2,,,2,,,1,5,35000,1,1,"LF01",,1,4,6,0,,,,,
11,"8395-001",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"8395-001",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"8395-001",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"8395-001",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"8395-001",15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"8395-001",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"8396-001",1,1,0,3,3,0,,2,,,1,2,1,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
2,"8396-001",2,1,0,3,3,0,,2,,,1,3,1,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
3,"8396-001",3,1,0,3,3,0,,1,2,600000,1,1,1,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
4,"8396-001",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"8396-001",5,1,0,1,1,0,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
6,"8396-001",6,1,0,1,1,0,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
7,"8396-001",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"8396-001",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"8396-001",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"8396-001",10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"8396-001",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"8396-001",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"8396-001",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"8396-001",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"8396-001",15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"8396-001",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"8397-001",1,1,2,2,2,0,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
2,"8397-001",2,1,1,1,1,0,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
3,"8397-001",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"8397-001",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"8397-001",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"8397-001",6,1,0,2,2,0,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
7,"8397-001",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"8397-001",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"8397-001",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"8397-001",10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"8397-001",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"8397-001",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"8397-001",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"8397-001",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"8397-001",15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"8397-001",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"8398-001",1,1,4,4,2,0,,2,,,2,,,2,,,2,,,2,,,2,,,1,2,880000,1,2,"LF01",,2,,,,,,,,
2,"8398-001",2,1,5,5,3,0,,2,,,2,,,2,,,1,1,400000,2,,,2,,,1,1,460000,1,2,"LF01",,2,,,,,,,,
3,"8398-001",3,1,2,2,2,0,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
4,"8398-001",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"8398-001",5,1,0,2,2,0,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
6,"8398-001",6,1,0,4,4,0,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
7,"8398-001",7,1,22,15,9,0,3,2,,,2,,,1,1,1,1,1,40000,2,,,2,,,1,3,120000,1,2,"LF01",,1,1,25,0,,,,,
8,"8398-001",8,1,16,11,11,0,4,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
9,"8398-001",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"8398-001",10,1,60,56,16,0,36,2,,,2,,,2,,,1,30,260000,2,,,2,,,2,,,,,,,1,10,1.5,0,,,,,
11,"8398-001",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"8398-001",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"8398-001",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"8398-001",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"8398-001",15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"8398-001",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"8410-001",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"8410-001",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"8410-001",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"8410-001",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"8410-001",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"8410-001",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"8410-001",7,1,0,2,6,0,4,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
8,"8410-001",8,1,0,3,5,0,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
9,"8410-001",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"8410-001",10,1,10,15,35,0,20,2,,,2,,,2,,,2,,,2,,,1,5,5000,2,,,,,,,1,8,1.39999997615814,0,,,,,
11,"8410-001",11,1,15,42,55,0,15,2,,,2,,,2,,,2,,,2,,,2,,,1,5,40000,2,,"LF01",,1,3,2.40000009536743,0,,,,,
12,"8410-001",12,1,0,0,8,0,6,1,2,2000,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
13,"8410-001",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"8410-001",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"8410-001",15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"8410-001",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"8411-001",1,1,0,1,1,0,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
2,"8411-001",2,1,2,3,3,0,,1,1,300000,2,,,2,,,2,,,2,,,2,,,1,1,360000,1,,"LF01",,2,,,,,,,,
3,"8411-001",3,1,0,1,1,0,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
4,"8411-001",4,1,0,0,2,0,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
5,"8411-001",5,1,0,0,1,0,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
6,"8411-001",6,1,0,0,2,0,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
7,"8411-001",7,1,0,2,3,0,1,2,,,2,,,2,,,1,1,20000,2,,,2,,,2,,,,,,,1,2,30,0,,,,,
8,"8411-001",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"8411-001",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"8411-001",10,1,20,25,12,0,18,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
11,"8411-001",11,1,0,0,5,0,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
12,"8411-001",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"8411-001",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"8411-001",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"8411-001",15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"8411-001",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"8412-001",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"8412-001",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"8412-001",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"8412-001",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"8412-001",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"8412-001",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"8412-001",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"8412-001",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"8412-001",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"8412-001",10,1,0,0,17,0,13,1,1,5000,2,,,2,,,2,,,2,,,1,2,2000,2,,,,,,,1,3,1.39999997615814,0,,,,,
11,"8412-001",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"8412-001",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"8412-001",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"8412-001",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"8412-001",15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"8412-001",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"8413-001",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"8413-001",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"8413-001",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"8413-001",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"8413-001",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"8413-001",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"8413-001",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"8413-001",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"8413-001",9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"8413-001",10,1,4,52,8,0,42,1,5,35000,1,1,1,2,,,2,,,2,,,1,42,84000,2,,,,,,,1,2,1.5,0,,,,,
11,"8413-001",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"8413-001",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"8413-001",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"8413-001",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"8413-001",15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"8413-001",16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"8414-001",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"8414-001",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"8414-001",3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"8414-001",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"8414-001",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"8414-001",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"8414-001",7,1,2,3,1,0,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,,,,,,,,
8,"8414-001",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
